case_id,State abv.,Areaname,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,median_family_income
3298,CA,"Chico, CA MSA",1p1c,14304,5152.86912,11775.69144,9388.68168,7049.99124,8432.56572,6792.96456,62896.764,69683.49592
3298,CA,"Chico, CA MSA",1p2c,14304,7549.815,13262.01,12516.9828,7918.49928,12920.8884,7568.1174,76040.3148,69683.49592
3298,CA,"Chico, CA MSA",1p3c,20304,10071.78516,14013.7704,15645.2832,11006.34516,14301.9108,13015.6644,98358.762,69683.49592
3298,CA,"Chico, CA MSA",1p4c,20304,12328.5468,14491.9164,18773.586,11824.0584,14301.9108,13535.226,105559.242,69683.49592
3298,CA,"Chico, CA MSA",2p0c,10848,6410.09844,13194.7092,12520.7604,6253.28904,0,7236.36324,56463.2232,69683.49592
3298,CA,"Chico, CA MSA",2p1c,14304,7978.01292,14713.9308,15649.0608,8073.65256,8432.56572,9142.86696,78294.0876,69683.49592
3298,CA,"Chico, CA MSA",2p2c,14304,10103.98164,15426.7908,18777.3636,8843.97432,12920.8884,9183.53904,89560.5348,69683.49592
3298,CA,"Chico, CA MSA",2p3c,20304,12336.1932,15877.1772,21905.6628,11826.82908,14301.9108,12472.1172,109023.8904,69683.49592
3298,CA,"Chico, CA MSA",2p4c,20304,15096.5436,16114.1196,25033.9656,12827.0136,14301.9108,12734.3208,116411.8716,69683.49592
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1p0c,7248,3153.32664,9616.87788,4625.05956,3768.81084,0,4836.80964,33248.886,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1p1c,10992.00072,4647.23772,10946.9604,7091.90988,5666.71248,8802.89496,6215.43012,54363.1464,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1p2c,10992.00072,6808.97976,11925.3918,9558.75948,6449.99712,15989.2476,7116.78876,68841.1644,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1p3c,14928,9083.47848,12664.644,12025.6104,8700.30612,18200.4312,9641.78172,85244.25,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1p4c,14928,11118.79248,13151.7696,14492.46,9437.78028,18200.4312,9560.80512,90890.0388,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p0c,8376,5781.09924,12332.6688,9250.11912,5129.67588,0,6084.19704,46953.762,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p1c,10992.00072,7195.16088,13269.4272,11716.96944,6589.92552,8802.89496,7747.57908,66313.9572,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10992.00072,9112.51608,13979.0136,14183.82,7284.65916,15989.2476,8279.37744,79820.6364,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p3c,14928,11125.68972,14445.1404,16650.6696,9440.28,18200.4312,9556.98492,94347.1992,85474.34366
3299,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p4c,14928,13615.176,15318.444,19117.5192,10342.31904,18200.4312,9531.52224,101053.4064,85474.34366
3302,OH,"Brown County, OH HUD Metro FMR Area",1p0c,5844,3008.78664,10852.25388,4153.34988,3207.71376,0,4333.01772,31399.122,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",1p1c,8856,4434.22008,11593.83768,6410.10936,4815.5706,7897.58424,4916.55876,48923.88,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",1p2c,8856,6496.87356,12350.4828,8666.86884,5562.95136,13572.3312,4972.16424,60477.6744,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",1p3c,11124,8667.1164,13415.2848,10923.62844,7171.10232,15318.4056,6001.4766,72621.012,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",1p4c,11124,10609.13604,13694.4312,13180.3884,7874.77224,15318.4056,5169.33576,76970.4732,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",2p0c,6720,5516.109,12771.4668,8306.69976,4433.625,0,5106.4494,42854.3496,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",2p1c,8856,6865.35276,13480.0968,10563.45924,5696.46648,7897.58424,6117.6954,59476.6524,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",2p2c,8856,8694.82032,14584.8588,12820.2192,6359.35404,13572.3312,6202.52712,71090.1096,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",2p3c,11124,10615.71612,14842.6752,15076.9788,7877.157,15318.4056,6516.7734,81371.7072,66598.91048
3302,OH,"Brown County, OH HUD Metro FMR Area",2p4c,11124,12991.0908,14904.3924,17333.7372,8737.8486,15318.4056,5690.03136,86099.508,66598.91048
3303,KY,"Grant County, KY HUD Metro FMR Area",1p0c,7668,2552.28096,11069.3862,5677.47984,3703.21068,0,6103.62492,36773.982,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",1p1c,9432,3761.44152,11781.07176,8569.74384,4780.50444,6721.86396,6457.24224,51503.8656,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",1p2c,9432,5511.14064,12512.7216,11462.0076,5414.48916,15432.324,7727.92608,67492.6116,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",1p3c,13500,7352.1042,12993.048,14354.2716,7555.5396,18112.4664,10641.68772,84509.1216,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",1p4c,13500,8999.4726,13781.5104,17246.5356,8152.44648,18112.4664,10787.8206,90580.254,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",2p0c,8280,4679.18148,12954.198,11354.95968,4695.62256,0,7333.719,49297.6812,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",2p1c,9432,5823.71304,13634.8152,14247.2244,5527.74648,6721.86396,8186.0274,63573.3924,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",2p2c,9432,7375.60692,14082.6,17139.4872,6090.05892,15432.324,9186.45336,78738.5328,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",2p3c,13500,9005.05596,14920.8276,20031.7524,8154.46944,18112.4664,10905.156,94629.726,59255.0506
3303,KY,"Grant County, KY HUD Metro FMR Area",2p4c,13500,11020.029,14929.9764,22924.0152,8884.5732,18112.4664,10697.42208,100068.48,59255.0506
3304,IN,"Union County, IN HUD Metro FMR Area",1p0c,5940,3091.78752,11289.57936,5005.34988,3272.57268,0,5040.078,33639.366,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",1p1c,8964,4556.54328,11948.95896,7685.44332,4899.02604,9529.45236,6202.84788,53786.274,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",1p2c,8964,6676.09716,13207.1124,10365.53616,5667.02412,17751.6252,7462.69116,70094.0856,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",1p3c,11496,8906.20824,13702.9836,13045.6284,7392.52512,20281.524,9284.094,84108.9612,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",1p4c,11496,10901.8008,13947.4968,15725.7216,8115.60648,20281.524,9077.52324,89545.6704,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",2p0c,6852,5668.2774,13247.9244,10010.69976,4536.59028,0,6233.4924,46548.984,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",2p1c,8964,7054.74168,14537.9856,12690.792,5804.2218,9529.45236,7981.20336,66562.3944,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",2p2c,8964,8934.67752,15002.928,15370.8864,6485.39652,17751.6252,8675.4456,81184.9572,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",2p3c,11496,10908.56256,15228.6348,18050.9796,8118.0564,20281.524,9385.08624,93468.8436,62174.31705
3304,IN,"Union County, IN HUD Metro FMR Area",2p4c,11496,13349.4672,15259.2744,20731.0728,9002.4924,20281.524,9029.3826,99149.2152,62174.31705
3305,KY,"Clarksville, TN-KY MSA",1p0c,6912,3168.91548,10521.95796,5118.53472,3652.71348,0,4766.84844,34140.9696,64582.9025
3305,KY,"Clarksville, TN-KY MSA",1p1c,10464,4670.21124,11060.14524,7733.07492,5483.72172,7773.49956,5337.62772,52522.2768,64582.9025
3305,KY,"Clarksville, TN-KY MSA",1p2c,10464,6842.64036,11718.52224,10347.61596,6270.87816,13253.7288,5313.0564,64210.4412,64582.9025
3305,KY,"Clarksville, TN-KY MSA",1p3c,14976,9128.3826,12673.5384,12962.1564,8733.96828,14939.9532,7414.71828,80828.7192,64582.9025
3305,KY,"Clarksville, TN-KY MSA",1p4c,14976,11173.7586,12874.7376,15576.6972,9475.08984,14939.9532,7134.2388,86150.4732,64582.9025
3305,KY,"Clarksville, TN-KY MSA",2p0c,8268,5809.67868,12534.9,10237.06932,5100.89796,0,5902.83696,47853.3804,64582.9025
3305,KY,"Clarksville, TN-KY MSA",2p1c,10464,7230.72948,13153.23,12851.6088,6411.49872,7773.49956,6829.43112,64713.996,64582.9025
3305,KY,"Clarksville, TN-KY MSA",2p2c,10464,9157.56372,14166.0672,15466.1496,7109.66676,13253.7288,6782.46024,76399.6344,64582.9025
3305,KY,"Clarksville, TN-KY MSA",2p3c,14976,11180.68944,14347.4016,18080.6904,9477.6006,14939.9532,7749.15084,90751.488,64582.9025
3305,KY,"Clarksville, TN-KY MSA",2p4c,14976,13682.4828,14328.3144,20695.2324,10384.0986,14939.9532,7195.71456,96201.7968,64582.9025
3307,TN,"Cleveland, TN MSA",1p0c,6432,3390.36072,10713.3516,5125.47984,3559.02864,0,4289.23248,33509.4516,62850.76836
3307,TN,"Cleveland, TN MSA",1p1c,9756,4996.56744,11319.05124,7743.47172,5345.43708,7511.721,4493.5704,51165.8208,62850.76836
3307,TN,"Cleveland, TN MSA",1p2c,9756,7320.80712,12011.1516,10361.46312,6187.60032,11213.31228,3917.69124,60768.024,62850.76836
3307,TN,"Cleveland, TN MSA",1p3c,12672,9766.27884,12472.314,12979.4544,8130.27324,12352.2636,4610.39064,72982.9752,62850.76836
3307,TN,"Cleveland, TN MSA",1p4c,12672,11954.5854,13227.0072,15597.4464,8923.18284,12352.2636,4124.85936,78851.3436,62850.76836
3307,TN,"Cleveland, TN MSA",2p0c,7404,6215.6616,12707.7324,10250.95968,4934.94072,0,5201.0976,46714.392,62850.76836
3307,TN,"Cleveland, TN MSA",2p1c,9756,7736.01708,13356.6048,12868.9512,6338.0478,7511.721,5892.54312,63459.8844,62850.76836
3307,TN,"Cleveland, TN MSA",2p2c,9756,9797.49756,13786.512,15486.9432,7085.00316,11213.31228,5206.34364,72331.6116,62850.76836
3307,TN,"Cleveland, TN MSA",2p3c,12672,11962.00044,14601.9072,18104.934,8925.87012,12352.2636,5530.61724,84149.5896,62850.76836
3307,TN,"Cleveland, TN MSA",2p4c,12672,14638.6212,14604.8256,20722.926,9895.71612,12352.2636,4739.35944,89625.7152,62850.76836
3308,OH,"Cleveland-Elyria, OH MSA",1p0c,7188,3282.45264,9234.34272,4013.05116,3793.85784,0,4436.06652,31947.7704,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",1p1c,10380,4837.53768,10077.846,6200.09988,5513.91432,8619.49512,5320.80876,50949.7032,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",1p2c,10380,7087.80108,11489.03472,8387.14968,6329.2734,14812.9644,5757.31644,64243.5408,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",1p3c,13644,9455.43828,12229.2948,10574.19876,8369.8374,16718.6484,7438.08624,78429.504,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",1p4c,13644,11574.096,12721.056,12761.2488,9137.51076,16718.6484,7098.78876,83655.3516,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",2p0c,8460,6017.82972,11378.16576,8026.10232,5245.88892,0,5412.2538,44540.2416,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",2p1c,10380,7489.7952,12825.8712,10213.15068,6474.93168,8619.49512,6756.50028,62759.742,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",2p2c,10380,9485.6646,13537.7724,12400.2,7198.11396,14812.9644,6970.59372,74785.3068,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",2p3c,13644,11581.2744,14009.3712,14587.2504,9140.11152,16718.6484,7731.18756,87411.8436,76356.17343
3308,OH,"Cleveland-Elyria, OH MSA",2p4c,13644,14172.7056,14284.296,16774.2996,10079.08956,16718.6484,7117.48464,92790.5268,76356.17343
3309,ID,"Coeur d'Alene, ID MSA",1p0c,8148,3496.41756,10802.6748,4760.37996,4219.23192,0,5995.66008,37422.3636,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",1p1c,11352,5152.86912,11598.00732,7143.37644,5980.36488,7320.51492,6253.05108,54800.1852,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",1p2c,11352,7549.815,12472.0668,9526.37256,6848.87328,14856.7452,7397.06256,70002.9372,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",1p3c,16248,10071.78516,13662.834,11909.36724,9536.69604,17175.5856,11311.70292,89915.9712,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",1p4c,16248,12328.5468,14053.956,14292.3636,10354.40988,17175.5856,11212.46856,95665.3296,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",2p0c,9060,6410.09844,13013.6172,9520.76004,5605.42644,0,6619.6956,50229.5976,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",2p1c,11352,7978.01292,13841.5284,11903.75616,7004.02656,7320.51492,7976.6016,67376.4372,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",2p2c,11352,10103.98164,15084.012,14286.7524,7774.34844,14856.7452,8812.64064,82270.482,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",2p3c,16248,12336.1932,15453.924,16669.7472,10357.18068,17175.5856,11010.78144,99251.4144,69526.39154
3309,ID,"Coeur d'Alene, ID MSA",2p4c,16248,15096.5436,15619.8588,19052.7456,11357.36496,17175.5856,10786.35936,105336.4572,69526.39154
3310,TX,"College Station-Bryan, TX MSA",1p0c,8232,2811.80436,10016.32032,5423.02044,4001.60592,0,4541.7246,35026.476,73568.66095
3310,TX,"College Station-Bryan, TX MSA",1p1c,10908,4143.91584,10600.65528,8188.8516,5453.90256,6879.93456,4389.89064,50565.1524,73568.66095
3310,TX,"College Station-Bryan, TX MSA",1p2c,10908,6071.52984,11781.40572,10954.6824,6152.35332,11628.11724,4056.30468,61552.3944,73568.66095
3310,TX,"College Station-Bryan, TX MSA",1p3c,15612,8099.68872,12264.7452,13720.5132,8591.67996,13089.0948,5426.76564,76804.488,73568.66095
3310,TX,"College Station-Bryan, TX MSA",1p4c,15612,9914.56716,12501.7716,16486.3452,9249.282,13089.0948,4906.67976,81759.738,73568.66095
3310,TX,"College Station-Bryan, TX MSA",2p0c,9288,5154.97524,12127.6272,10846.04076,5233.25976,0,5420.89056,48070.7928,73568.66095
3310,TX,"College Station-Bryan, TX MSA",2p1c,10908,6415.88448,13357.6416,13611.8712,6277.12644,6879.93456,5868.32808,63318.7848,73568.66095
3310,TX,"College Station-Bryan, TX MSA",2p2c,10908,8125.58052,13813.6596,16377.7032,6896.61696,11628.11724,5339.08596,73088.766,73568.66095
3310,TX,"College Station-Bryan, TX MSA",2p3c,15612,9920.71512,14031.36,19143.5328,9251.51004,13089.0948,6050.37492,87098.5896,73568.66095
3310,TX,"College Station-Bryan, TX MSA",2p4c,15612,12140.5788,14050.4808,21909.3648,10055.85348,13089.0948,5231.87508,92089.248,73568.66095
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",1p0c,9564,3423.7914,9919.92036,3896.37996,4705.98888,0,5780.81436,37290.8964,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",1p1c,14400,5045.83632,11204.05224,5850.08016,7045.99296,11570.76636,8184.35964,63301.0896,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",1p2c,14400,7392.99312,12149.3124,7803.78072,7896.46068,18664.518,9846.9924,78154.0548,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",1p3c,20604,9862.57908,12850.182,9757.48092,11039.2434,20847.21,14154.8904,99115.5816,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",1p4c,20604,12072.4632,13289.49,11711.18112,11839.971,20847.21,14200.7976,104565.1176,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",2p0c,11388,6276.95136,12782.0172,7792.76004,6400.7088,0,6974.13276,51614.5728,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",2p1c,14400,7812.29664,13686.1536,9746.46024,8048.39064,11570.76636,9692.69532,74956.764,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",2p2c,14400,9894.10548,14357.61,11700.16044,8802.71268,18664.518,10334.21856,88153.3248,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",2p3c,20604,12079.9512,14776.1748,13653.8616,11842.68456,20847.21,13204.8276,107008.7112,84155.58221
3311,CO,"Colorado Springs, CO HUD Metro FMR Area",2p4c,20604,14782.9656,15601.6212,15607.5612,12822.0936,20847.21,13280.3748,113545.8276,84155.58221
3312,CO,"Teller County, CO HUD Metro FMR Area",1p0c,9132,3620.91876,12712.0704,3896.37996,4620.88512,0,6391.41432,40373.6688,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",1p1c,13836,5336.3544,13648.7268,5850.08016,6946.89996,11249.35176,8633.3826,65500.7928,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",1p2c,13836,7818.65112,14565.1104,7803.78072,7846.3338,18146.0508,10461.65628,80477.5836,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",1p3c,19800,10430.42508,15210.8016,9757.48092,10953.67524,20268.1128,14763.4764,101183.976,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",1p4c,19800,12767.5464,16203.6696,11711.18112,11800.5066,20268.1128,15124.7268,107675.742,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",2p0c,10500,6638.35176,14986.4484,7792.76004,6209.90112,0,7349.43384,53476.8984,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",2p1c,13836,8262.09672,15850.9428,9746.46024,8007.01176,11249.35176,10121.68728,77073.5508,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",2p2c,13836,10463.7678,16462.1472,11700.16044,8804.7642,18146.0508,10745.51592,90158.4084,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",2p3c,19800,12775.4628,17504.4336,13653.8616,11803.37544,20268.1128,13906.1412,109711.3824,81644.99252
3312,CO,"Teller County, CO HUD Metro FMR Area",2p4c,19800,15634.1064,17648.5248,15607.5612,12839.1744,20268.1128,13828.2888,115625.766,81644.99252
3313,MO,"Columbia, MO MSA",1p0c,8064,3216.28896,9808.93584,5905.34988,4087.29348,0,5668.84752,36750.7152,80198.19463
3313,MO,"Columbia, MO MSA",1p1c,10488,4740.02784,11005.70724,9032.62644,5517.7152,7415.69892,6553.87128,54753.6444,80198.19463
3313,MO,"Columbia, MO MSA",1p2c,10488,6944.9334,11868.438,12159.9024,6316.6392,14057.7132,7859.99196,69695.6196,80198.19463
3313,MO,"Columbia, MO MSA",1p3c,14076,9264.84744,12496.5852,15287.178,8457.30912,16101.4092,10832.03904,86515.3656,80198.19463
3313,MO,"Columbia, MO MSA",1p4c,14076,11340.79908,12872.3076,18414.4536,9209.50932,16101.4092,11194.41432,93208.8924,80198.19463
3313,MO,"Columbia, MO MSA",2p0c,8664,5896.52964,12526.7208,11810.69976,5275.85412,0,6697.55052,50871.3576,80198.19463
3313,MO,"Columbia, MO MSA",2p1c,10488,7338.82476,13348.9332,14937.9756,6459.3618,7415.69892,8332.97676,68321.772,80198.19463
3313,MO,"Columbia, MO MSA",2p2c,10488,9294.46368,13949.4912,18065.2524,7167.96684,14057.7132,9205.42164,82228.3128,80198.19463
3313,MO,"Columbia, MO MSA",2p3c,14076,11347.83396,14305.986,21192.5292,9212.0574,16101.4092,10889.0076,97124.8248,80198.19463
3313,MO,"Columbia, MO MSA",2p4c,14076,13887.0276,15057.4128,24319.8048,10132.1082,16101.4092,11292.16404,104865.9252,80198.19463
3314,SC,"Columbia, SC HUD Metro FMR Area",1p0c,9384,3190.35456,10167.18012,5336.75208,4556.18484,0,6199.49412,38833.9656,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",1p1c,11556,4701.80712,10912.60992,8059.719,5890.84464,6374.64996,6092.59392,53588.226,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",1p2c,11556,6888.93384,12212.1312,10782.68484,6683.32692,10141.48824,5967.63684,64232.2032,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",1p3c,14832,9190.14036,12788.4288,13505.6508,8704.1682,11300.51592,7856.94504,78177.8496,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",1p4c,14832,11249.35404,13106.4504,16228.6188,9450.30396,11300.51592,7569.7266,83736.9732,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",2p0c,10140,5848.98336,12307.746,10673.50416,5793.43908,0,6982.5666,51746.238,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",2p1c,11556,7279.64868,13643.0268,13396.4712,6824.89896,6374.64996,7891.1484,66965.8416,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",2p2c,11556,9219.51852,14187.8496,16119.438,7527.7896,10141.48824,7412.95308,76165.0368,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",2p3c,14832,11256.33036,14483.9184,18842.4036,9452.83152,11300.51592,8303.33568,88471.3356,74248.90539
3314,SC,"Columbia, SC HUD Metro FMR Area",2p4c,14832,13775.0508,14577.8544,21565.3692,10365.46284,11300.51592,7761.38304,94177.6344,74248.90539
3315,SC,"Kershaw County, SC HUD Metro FMR Area",1p0c,7020,3143.66268,11102.46528,5221.47984,3682.69596,0,5516.9784,35687.2824,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",1p1c,8616,4632.99504,11910.69876,7887.17136,4800.63312,5741.32944,4924.9494,48513.7764,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",1p2c,8616,6788.11152,12719.4828,10552.86252,5581.51716,9133.93356,4456.047,57847.9572,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",1p3c,12336,9055.64136,13278.5268,13218.5532,7751.03472,10177.81128,6100.0704,71917.6404,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",1p4c,12336,11084.71656,14166.3468,15884.2452,8486.24928,10177.81128,5646.55476,77781.9252,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",2p0c,7560,5763.38232,13080.3252,10442.95968,4827.58668,0,6133.10556,47807.358,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",2p1c,8616,7173.10908,13839.8376,13108.6512,5721.01644,5741.32944,6482.93772,60682.8804,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",2p2c,8616,9084.58812,14365.3788,15774.3432,6413.62128,9133.93356,5804.57412,69192.4392,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",2p3c,12336,11091.59184,15300.6996,18440.0328,8488.74024,10177.81128,6997.11696,82831.992,63838.80207
3315,SC,"Kershaw County, SC HUD Metro FMR Area",2p4c,12336,13573.4496,15392.6688,21105.7248,9388.01592,10177.81128,6264.3516,88238.022,63838.80207
3316,AL,"Columbus, GA-AL MSA",1p0c,7728,3352.86876,9923.3994,5153.4012,4015.03524,0,5804.36136,35977.0668,63753.39309
3316,AL,"Columbus, GA-AL MSA",1p1c,9984,4941.31308,10507.5168,7785.26664,5408.02956,6542.48076,6144.80784,51313.4124,63753.39309
3316,AL,"Columbus, GA-AL MSA",1p2c,9984,7239.85032,11238.28716,10417.13232,6240.88032,11449.02756,6274.89696,62844.0756,63753.39309
3316,AL,"Columbus, GA-AL MSA",1p3c,13416,9658.27884,11757.50316,13048.9968,8360.721,12958.7328,8253.83124,77454.0648,63753.39309
3316,AL,"Columbus, GA-AL MSA",1p4c,13416,11822.38692,12556.8648,15680.862,9144.86352,12958.7328,8245.83984,83825.5488,63753.39309
3316,AL,"Columbus, GA-AL MSA",2p0c,8604,6146.92524,12027.5484,10306.80252,5344.84236,0,7121.39868,49551.516,63753.39309
3316,AL,"Columbus, GA-AL MSA",2p1c,9984,7650.46728,12724.014,12938.6676,6389.66304,6542.48076,7968.29592,64197.5856,63753.39309
3316,AL,"Columbus, GA-AL MSA",2p2c,9984,9689.15328,13218.588,15570.5328,7128.35892,11449.02756,7953.82476,74993.484,63753.39309
3316,AL,"Columbus, GA-AL MSA",2p3c,13416,11829.72072,14090.934,18202.398,9147.51924,12958.7328,9178.83252,88824.1344,63753.39309
3316,AL,"Columbus, GA-AL MSA",2p4c,13416,14476.74,14170.866,20834.2644,10106.64036,12958.7328,8759.4126,94722.6564,63753.39309
3318,IN,"Columbus, IN MSA",1p0c,9120,2946.53544,10422.3018,4897.34988,4372.18176,0,5774.75976,37533.1284,79837.77868
3318,IN,"Columbus, IN MSA",1p1c,10812,4342.47768,11097.42408,7523.78028,5491.065,10546.2744,6740.70336,56553.726,79837.77868
3318,IN,"Columbus, IN MSA",1p2c,10812,6362.45508,12350.5212,10150.2114,6222.9822,19645.7796,8402.49972,73946.4492,79837.77868
3318,IN,"Columbus, IN MSA",1p3c,14172,8487.79464,12884.6796,12776.6424,8210.53716,22445.6256,10900.83624,89878.1136,79837.77868
3318,IN,"Columbus, IN MSA",1p4c,14172,10389.63576,13171.506,15403.074,8899.6494,22445.6256,10680.594,95162.0856,79837.77868
3318,IN,"Columbus, IN MSA",2p0c,9168,5401.98192,12513.6972,9794.69976,5279.27892,0,6657.35964,48815.0184,79837.77868
3318,IN,"Columbus, IN MSA",2p1c,10812,6723.31056,13805.5284,12421.1304,6353.73492,10546.2744,8480.73852,69142.7172,79837.77868
3318,IN,"Columbus, IN MSA",2p2c,10812,8514.92796,14308.2072,15047.5608,7002.90816,19645.7796,9363.47676,84694.8636,79837.77868
3318,IN,"Columbus, IN MSA",2p3c,14172,10396.08036,14573.484,17673.9936,8901.98436,22445.6256,10651.80468,98814.9732,79837.77868
3318,IN,"Columbus, IN MSA",2p4c,14172,12722.31,14641.9128,20300.4228,9744.86868,22445.6256,10266.64824,104293.7928,79837.77868
3319,OH,"Columbus, OH HUD Metro FMR Area",1p0c,8604,3125.5074,9287.84184,4537.404,4250.06328,0,4965.03924,34769.856,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",1p1c,12372,4606.23888,10515.6438,6984.9888,6151.88604,9374.55468,6385.77756,56391.0876,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",1p2c,12372,6748.91016,11424.58152,9432.57348,6928.25976,16110.5688,7173.53544,70190.4252,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",1p3c,15576,9003.34272,12102.7188,11880.15744,8906.06544,18183.1872,9213.05496,84864.5268,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",1p4c,15576,11020.70064,12532.02,14327.742,9637.03272,18183.1872,9051.32004,90328.002,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",2p0c,9924,5730.0978,11969.43828,9074.80812,5672.09724,0,6143.7774,48514.2192,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",2p1c,12372,7131.68412,12838.4916,11522.3928,7066.95408,9374.55468,7816.83624,68122.9104,84208.51735
3319,OH,"Columbus, OH HUD Metro FMR Area",2p2c,12372,9032.12328,13487.9268,13969.9776,7755.55812,16110.5688,8182.57032,80910.726,84208.51735
